,Premise 1,Conclusion 1,Distractor 1,Conclusion 2,Distractor 2,Participant Group,Conclusion 1 Chosen,Conclusion 2 Chosen,participant_id
1445,snake,alligator,gecko,lizard,crocodile,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1446,pelican,mouse,bus,airplane,hamster,Distractor 1,False,True,62fba37f3560a85b4eb94aac
1447,cobra,alligator,toad,frog,crocodile,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1448,cello,guitar,organ,piano,bass guitar,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1449,car,motorbike,tram,train,bicycle,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1450,snake,alligator,toad,frog,crocodile,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1451,salmon,shark,sparrow,chicken,dolphin,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1452,blackbird,mouse,bus,airplane,hamster,Distractor 1,False,True,62fba37f3560a85b4eb94aac
1453,owl,cat,bus,airplane,lion,Distractor 1,False,True,62fba37f3560a85b4eb94aac
1454,eagle,rooster,pelican,seagull,chicken,Distractor 1,False,True,62fba37f3560a85b4eb94aac
1455,trout,sperm whale,horse,pig,whale,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1456,blackbird,mouse,car,airplane,hamster,Distractor 1,False,True,62fba37f3560a85b4eb94aac
1457,trout,shark,horse,pig,dolphin,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1458,cat,hamster,zebra,horse,mouse,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1459,salmon,sperm whale,horse,pig,whale,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1460,blackbird,polar bear,car,airplane,penguin,Distractor 1,False,True,62fba37f3560a85b4eb94aac
1461,sparrow,mouse,bus,airplane,hamster,Distractor 1,False,True,62fba37f3560a85b4eb94aac
1462,salmon,orca,horse,pig,whale,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1463,blackbird,polar bear,bus,airplane,penguin,Distractor 1,False,True,62fba37f3560a85b4eb94aac
1464,crow,mouse,bus,airplane,hamster,Distractor 1,False,True,62fba37f3560a85b4eb94aac
1465,owl,polar bear,bus,airplane,penguin,Distractor 1,False,True,62fba37f3560a85b4eb94aac
1466,salmon,shark,sparrow,chicken,whale,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1467,trout,orca,horse,pig,whale,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1468,salmon,shark,horse,pig,dolphin,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1469,robin,mouse,bus,airplane,hamster,Distractor 1,False,True,62fba37f3560a85b4eb94aac
1470,cat,hamster,zebra,horse,mouse,Distractor 2,True,False,57d5ab3a722df500017f3622
1471,salmon,sperm whale,horse,pig,whale,Distractor 2,True,False,57d5ab3a722df500017f3622
1472,dolphin,whale,herring,cod,sperm whale,Distractor 2,True,False,57d5ab3a722df500017f3622
1473,blackbird,polar bear,bus,airplane,penguin,Distractor 2,False,False,57d5ab3a722df500017f3622
1474,blackbird,polar bear,car,airplane,penguin,Distractor 2,False,False,57d5ab3a722df500017f3622
1475,pelican,mouse,bus,airplane,hamster,Distractor 2,False,True,57d5ab3a722df500017f3622
1476,eagle,rooster,pelican,seagull,chicken,Distractor 2,False,True,57d5ab3a722df500017f3622
1477,cobra,alligator,gecko,lizard,crocodile,Distractor 2,False,True,57d5ab3a722df500017f3622
1478,duck,pelican,horse,pig,seagull,Distractor 2,True,False,57d5ab3a722df500017f3622
1479,tank,car,pistol,rifle,truck,Distractor 2,True,False,57d5ab3a722df500017f3622
1480,trout,shark,horse,pig,dolphin,Distractor 2,True,False,57d5ab3a722df500017f3622
1481,robin,mouse,bus,airplane,hamster,Distractor 2,True,False,57d5ab3a722df500017f3622
1482,owl,polar bear,bus,airplane,penguin,Distractor 2,False,False,57d5ab3a722df500017f3622
1483,salmon,orca,horse,pig,whale,Distractor 2,True,False,57d5ab3a722df500017f3622
1484,pelican,polar bear,van,airplane,penguin,Distractor 2,False,False,57d5ab3a722df500017f3622
1485,cello,guitar,organ,piano,bass guitar,Distractor 2,False,False,57d5ab3a722df500017f3622
1486,owl,cat,bus,airplane,lion,Distractor 2,True,False,57d5ab3a722df500017f3622
1487,salmon,shark,sparrow,chicken,whale,Distractor 2,True,False,57d5ab3a722df500017f3622
1488,blackbird,mouse,bus,airplane,hamster,Distractor 2,True,False,57d5ab3a722df500017f3622
1489,crow,mouse,bus,airplane,hamster,Distractor 2,True,False,57d5ab3a722df500017f3622
1490,duck,pelican,goldfish,salmon,seagull,Distractor 2,True,False,57d5ab3a722df500017f3622
1491,robin,polar bear,car,airplane,penguin,Distractor 2,False,False,57d5ab3a722df500017f3622
1492,owl,polar bear,car,airplane,penguin,Distractor 2,False,False,57d5ab3a722df500017f3622
1493,car,motorbike,tram,train,bicycle,Distractor 2,True,False,57d5ab3a722df500017f3622
1494,snake,alligator,gecko,lizard,crocodile,Distractor 2,False,True,57d5ab3a722df500017f3622
1495,snake,alligator,toad,frog,crocodile,Distractor 2,False,False,57d5ab3a722df500017f3622
1496,blackbird,mouse,car,airplane,hamster,Distractor 2,True,False,57d5ab3a722df500017f3622
1497,sparrow,mouse,bus,airplane,hamster,Distractor 2,True,False,57d5ab3a722df500017f3622
1498,cobra,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,57d5ab3a722df500017f3622
1499,cobra,alligator,toad,frog,crocodile,Distractor 2,False,False,57d5ab3a722df500017f3622
1500,pelican,polar bear,bus,airplane,penguin,Distractor 2,False,False,57d5ab3a722df500017f3622
1501,trout,shark,horse,pig,whale,Distractor 2,True,False,57d5ab3a722df500017f3622
1502,salmon,shark,horse,pig,whale,Distractor 2,True,False,57d5ab3a722df500017f3622
1503,duck,pelican,horse,cow,seagull,Distractor 2,True,False,57d5ab3a722df500017f3622
1504,trout,orca,horse,pig,whale,Distractor 2,True,False,57d5ab3a722df500017f3622
1505,duck,pelican,horse,pig,seagull,Distractor 1,True,False,653bd6caa825385145ae02d0
1506,trout,shark,horse,pig,dolphin,Distractor 1,True,False,653bd6caa825385145ae02d0
1507,eagle,rooster,pelican,seagull,chicken,Distractor 1,False,True,653bd6caa825385145ae02d0
1508,salmon,sperm whale,horse,pig,whale,Distractor 1,True,False,653bd6caa825385145ae02d0
1509,snake,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,653bd6caa825385145ae02d0
1510,blackbird,polar bear,car,airplane,penguin,Distractor 1,False,True,653bd6caa825385145ae02d0
1511,duck,pelican,goldfish,salmon,seagull,Distractor 1,True,False,653bd6caa825385145ae02d0
1512,sparrow,mouse,bus,airplane,hamster,Distractor 1,False,True,653bd6caa825385145ae02d0
1513,trout,orca,horse,pig,whale,Distractor 1,True,False,653bd6caa825385145ae02d0
1514,tank,car,pistol,rifle,truck,Distractor 1,False,True,653bd6caa825385145ae02d0
1515,cello,guitar,organ,piano,bass guitar,Distractor 1,True,False,653bd6caa825385145ae02d0
1516,salmon,shark,horse,pig,whale,Distractor 1,True,False,653bd6caa825385145ae02d0
1517,cobra,alligator,gecko,lizard,crocodile,Distractor 1,False,True,653bd6caa825385145ae02d0
1518,crow,mouse,bus,airplane,hamster,Distractor 1,False,True,653bd6caa825385145ae02d0
1519,robin,polar bear,car,airplane,penguin,Distractor 1,False,True,653bd6caa825385145ae02d0
1520,robin,mouse,bus,airplane,hamster,Distractor 1,False,True,653bd6caa825385145ae02d0
1521,owl,polar bear,car,airplane,penguin,Distractor 1,False,True,653bd6caa825385145ae02d0
1522,salmon,shark,sparrow,chicken,dolphin,Distractor 1,True,False,653bd6caa825385145ae02d0
1523,owl,polar bear,bus,airplane,penguin,Distractor 1,False,True,653bd6caa825385145ae02d0
1524,salmon,shark,sparrow,chicken,whale,Distractor 1,True,False,653bd6caa825385145ae02d0
1525,robin,mouse,car,airplane,hamster,Distractor 1,False,True,653bd6caa825385145ae02d0
1526,blackbird,polar bear,bus,airplane,penguin,Distractor 1,False,True,653bd6caa825385145ae02d0
1527,snake,alligator,toad,frog,crocodile,Distractor 1,True,False,653bd6caa825385145ae02d0
1528,duck,pelican,horse,cow,seagull,Distractor 1,True,False,653bd6caa825385145ae02d0
1529,salmon,shark,horse,pig,dolphin,Distractor 1,True,False,653bd6caa825385145ae02d0
1530,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,653bd6caa825385145ae02d0
1531,pelican,polar bear,bus,airplane,penguin,Distractor 1,True,False,653bd6caa825385145ae02d0
1532,owl,cat,bus,airplane,lion,Distractor 1,False,True,653bd6caa825385145ae02d0
1533,pelican,mouse,bus,airplane,hamster,Distractor 1,False,True,653bd6caa825385145ae02d0
1534,snake,alligator,gecko,lizard,crocodile,Distractor 1,False,True,653bd6caa825385145ae02d0
1535,salmon,orca,horse,pig,whale,Distractor 1,True,False,653bd6caa825385145ae02d0
1536,trout,shark,horse,pig,whale,Distractor 1,True,False,653bd6caa825385145ae02d0
1537,trout,sperm whale,horse,pig,whale,Distractor 1,True,False,653bd6caa825385145ae02d0
1538,blackbird,mouse,bus,airplane,hamster,Distractor 1,False,True,653bd6caa825385145ae02d0
1539,pelican,polar bear,van,airplane,penguin,Distractor 1,False,True,653bd6caa825385145ae02d0
1540,sparrow,mouse,bus,airplane,hamster,Distractor 2,False,True,64175c4b35e2efa75054afa2
1541,tank,car,pistol,rifle,truck,Distractor 2,False,False,64175c4b35e2efa75054afa2
1542,cobra,alligator,toad,frog,crocodile,Distractor 2,False,True,64175c4b35e2efa75054afa2
1543,trout,orca,horse,pig,whale,Distractor 2,False,True,64175c4b35e2efa75054afa2
1544,salmon,shark,sparrow,chicken,whale,Distractor 2,True,False,64175c4b35e2efa75054afa2
1545,cat,hamster,zebra,horse,mouse,Distractor 2,False,True,64175c4b35e2efa75054afa2
1546,dolphin,whale,herring,cod,sperm whale,Distractor 2,True,False,64175c4b35e2efa75054afa2
1547,snake,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,64175c4b35e2efa75054afa2
1548,duck,pelican,goldfish,salmon,seagull,Distractor 2,True,False,64175c4b35e2efa75054afa2
1549,blackbird,mouse,bus,airplane,hamster,Distractor 2,False,True,64175c4b35e2efa75054afa2
1550,trout,shark,horse,pig,whale,Distractor 2,True,False,64175c4b35e2efa75054afa2
1551,trout,sperm whale,horse,pig,whale,Distractor 2,True,False,64175c4b35e2efa75054afa2
1552,blackbird,polar bear,bus,airplane,penguin,Distractor 2,False,False,64175c4b35e2efa75054afa2
1553,blackbird,polar bear,car,airplane,penguin,Distractor 2,False,False,64175c4b35e2efa75054afa2
1554,cobra,alligator,gecko,lizard,crocodile,Distractor 2,False,True,64175c4b35e2efa75054afa2
1555,owl,polar bear,car,airplane,penguin,Distractor 2,False,False,64175c4b35e2efa75054afa2
1556,pelican,polar bear,van,airplane,penguin,Distractor 2,False,False,64175c4b35e2efa75054afa2
1557,duck,pelican,horse,pig,seagull,Distractor 2,True,False,64175c4b35e2efa75054afa2
1558,eagle,rooster,pelican,seagull,chicken,Distractor 2,False,True,64175c4b35e2efa75054afa2
1559,tank,truck,pistol,rifle,car,Distractor 2,True,False,64175c4b35e2efa75054afa2
1560,crow,mouse,bus,airplane,hamster,Distractor 2,False,True,64175c4b35e2efa75054afa2
1561,salmon,shark,sparrow,chicken,dolphin,Distractor 2,True,False,64175c4b35e2efa75054afa2
1562,owl,polar bear,bus,airplane,penguin,Distractor 2,False,False,64175c4b35e2efa75054afa2
1563,salmon,shark,horse,pig,whale,Distractor 2,True,False,64175c4b35e2efa75054afa2
1564,snake,alligator,toad,frog,crocodile,Distractor 2,False,True,64175c4b35e2efa75054afa2
1565,salmon,shark,horse,pig,dolphin,Distractor 2,True,False,64175c4b35e2efa75054afa2
1566,salmon,orca,horse,pig,whale,Distractor 2,True,False,64175c4b35e2efa75054afa2
1567,cobra,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,64175c4b35e2efa75054afa2
1568,pelican,mouse,bus,airplane,hamster,Distractor 2,False,True,64175c4b35e2efa75054afa2
1569,blackbird,mouse,car,airplane,hamster,Distractor 2,False,True,64175c4b35e2efa75054afa2
1570,robin,polar bear,car,airplane,penguin,Distractor 2,False,False,64175c4b35e2efa75054afa2
1571,salmon,sperm whale,horse,pig,whale,Distractor 2,False,False,64175c4b35e2efa75054afa2
1572,robin,mouse,bus,airplane,hamster,Distractor 2,False,True,64175c4b35e2efa75054afa2
1573,pelican,polar bear,bus,airplane,penguin,Distractor 2,False,False,64175c4b35e2efa75054afa2
1574,trout,shark,horse,pig,dolphin,Distractor 2,True,False,64175c4b35e2efa75054afa2
1575,pelican,mouse,bus,airplane,hamster,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1576,owl,cat,bus,airplane,lion,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1577,snake,alligator,toad,frog,crocodile,Distractor 1,False,True,63ea5f39871e9fdef021a53d
1578,trout,shark,horse,pig,dolphin,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1579,duck,pelican,goldfish,salmon,seagull,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1580,robin,polar bear,car,airplane,penguin,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1581,cello,guitar,organ,piano,bass guitar,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1582,trout,orca,horse,pig,whale,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1583,duck,pelican,horse,cow,seagull,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1584,duck,pelican,horse,pig,seagull,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1585,tank,truck,pistol,rifle,car,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1586,salmon,shark,horse,pig,whale,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1587,pelican,polar bear,bus,airplane,penguin,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1588,crow,mouse,bus,airplane,hamster,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1589,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,63ea5f39871e9fdef021a53d
1590,sparrow,mouse,bus,airplane,hamster,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1591,salmon,sperm whale,horse,pig,whale,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1592,car,motorbike,tram,train,bicycle,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1593,cat,hamster,zebra,horse,mouse,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1594,cobra,alligator,gecko,lizard,crocodile,Distractor 1,False,True,63ea5f39871e9fdef021a53d
1595,snake,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,63ea5f39871e9fdef021a53d
1596,blackbird,polar bear,car,airplane,penguin,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1597,cobra,alligator,toad,frog,crocodile,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1598,blackbird,polar bear,bus,airplane,penguin,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1599,salmon,shark,sparrow,chicken,whale,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1600,robin,mouse,car,airplane,hamster,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1601,salmon,shark,sparrow,chicken,dolphin,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1602,trout,sperm whale,horse,pig,whale,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1603,eagle,rooster,pelican,seagull,chicken,Distractor 1,False,True,63ea5f39871e9fdef021a53d
1604,blackbird,mouse,car,airplane,hamster,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1605,tank,car,pistol,rifle,truck,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1606,blackbird,mouse,bus,airplane,hamster,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1607,salmon,orca,horse,pig,whale,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1608,pelican,polar bear,van,airplane,penguin,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1609,dolphin,whale,herring,cod,sperm whale,Distractor 1,True,False,63ea5f39871e9fdef021a53d
1610,salmon,orca,horse,pig,whale,Distractor 2,False,False,5563984afdf99b672b5749b6
1611,tank,car,pistol,rifle,truck,Distractor 2,False,False,5563984afdf99b672b5749b6
1612,salmon,shark,horse,pig,whale,Distractor 2,True,False,5563984afdf99b672b5749b6
1613,blackbird,polar bear,car,airplane,penguin,Distractor 2,False,False,5563984afdf99b672b5749b6
1614,dolphin,whale,herring,cod,sperm whale,Distractor 2,True,False,5563984afdf99b672b5749b6
1615,eagle,rooster,pelican,seagull,chicken,Distractor 2,True,False,5563984afdf99b672b5749b6
1616,trout,sperm whale,horse,pig,whale,Distractor 2,False,False,5563984afdf99b672b5749b6
1617,owl,polar bear,car,airplane,penguin,Distractor 2,False,False,5563984afdf99b672b5749b6
1618,blackbird,mouse,bus,airplane,hamster,Distractor 2,False,True,5563984afdf99b672b5749b6
1619,robin,polar bear,car,airplane,penguin,Distractor 2,False,False,5563984afdf99b672b5749b6
1620,salmon,shark,sparrow,chicken,dolphin,Distractor 2,False,True,5563984afdf99b672b5749b6
1621,cobra,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,5563984afdf99b672b5749b6
1622,pelican,polar bear,bus,airplane,penguin,Distractor 2,False,False,5563984afdf99b672b5749b6
1623,owl,polar bear,bus,airplane,penguin,Distractor 2,False,False,5563984afdf99b672b5749b6
1624,duck,pelican,goldfish,salmon,seagull,Distractor 2,True,False,5563984afdf99b672b5749b6
1625,duck,pelican,horse,pig,seagull,Distractor 2,False,False,5563984afdf99b672b5749b6
1626,pelican,mouse,bus,airplane,hamster,Distractor 2,False,True,5563984afdf99b672b5749b6
1627,cello,guitar,organ,piano,bass guitar,Distractor 2,False,False,5563984afdf99b672b5749b6
1628,blackbird,mouse,car,airplane,hamster,Distractor 2,False,True,5563984afdf99b672b5749b6
1629,owl,cat,bus,airplane,lion,Distractor 2,True,False,5563984afdf99b672b5749b6
1630,snake,alligator,gecko,lizard,crocodile,Distractor 2,False,True,5563984afdf99b672b5749b6
1631,robin,mouse,bus,airplane,hamster,Distractor 2,False,True,5563984afdf99b672b5749b6
1632,sparrow,mouse,bus,airplane,hamster,Distractor 2,True,False,5563984afdf99b672b5749b6
1633,duck,pelican,horse,cow,seagull,Distractor 2,False,False,5563984afdf99b672b5749b6
1634,pelican,polar bear,van,airplane,penguin,Distractor 2,False,False,5563984afdf99b672b5749b6
1635,blackbird,polar bear,bus,airplane,penguin,Distractor 2,False,False,5563984afdf99b672b5749b6
1636,salmon,shark,horse,pig,dolphin,Distractor 2,True,False,5563984afdf99b672b5749b6
1637,trout,shark,horse,pig,whale,Distractor 2,True,False,5563984afdf99b672b5749b6
1638,snake,alligator,toad,frog,crocodile,Distractor 2,True,False,5563984afdf99b672b5749b6
1639,cobra,alligator,gecko,lizard,crocodile,Distractor 2,False,True,5563984afdf99b672b5749b6
1640,salmon,shark,sparrow,chicken,whale,Distractor 2,True,False,5563984afdf99b672b5749b6
1641,cobra,alligator,toad,frog,crocodile,Distractor 2,True,False,5563984afdf99b672b5749b6
1642,tank,truck,pistol,rifle,car,Distractor 2,True,False,5563984afdf99b672b5749b6
1643,snake,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,5563984afdf99b672b5749b6
1644,salmon,sperm whale,horse,pig,whale,Distractor 2,False,False,5563984afdf99b672b5749b6
1645,crow,mouse,bus,airplane,hamster,Distractor 2,False,True,5c4f5967aac8be0001716a65
1646,blackbird,polar bear,car,airplane,penguin,Distractor 2,False,True,5c4f5967aac8be0001716a65
1647,trout,shark,horse,pig,dolphin,Distractor 2,True,False,5c4f5967aac8be0001716a65
1648,trout,shark,horse,pig,whale,Distractor 2,True,False,5c4f5967aac8be0001716a65
1649,blackbird,polar bear,bus,airplane,penguin,Distractor 2,False,True,5c4f5967aac8be0001716a65
1650,pelican,mouse,bus,airplane,hamster,Distractor 2,False,True,5c4f5967aac8be0001716a65
1651,owl,cat,bus,airplane,lion,Distractor 2,False,True,5c4f5967aac8be0001716a65
1652,trout,sperm whale,horse,pig,whale,Distractor 2,False,False,5c4f5967aac8be0001716a65
1653,trout,orca,horse,pig,whale,Distractor 2,False,False,5c4f5967aac8be0001716a65
1654,salmon,shark,horse,pig,whale,Distractor 2,True,False,5c4f5967aac8be0001716a65
1655,cobra,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,5c4f5967aac8be0001716a65
1656,cat,hamster,zebra,horse,mouse,Distractor 2,False,False,5c4f5967aac8be0001716a65
1657,cobra,alligator,gecko,lizard,crocodile,Distractor 2,False,True,5c4f5967aac8be0001716a65
1658,sparrow,mouse,bus,airplane,hamster,Distractor 2,False,True,5c4f5967aac8be0001716a65
1659,duck,pelican,horse,cow,seagull,Distractor 2,False,False,5c4f5967aac8be0001716a65
1660,blackbird,mouse,bus,airplane,hamster,Distractor 2,False,True,5c4f5967aac8be0001716a65
1661,tank,truck,pistol,rifle,car,Distractor 2,True,False,5c4f5967aac8be0001716a65
1662,eagle,rooster,pelican,seagull,chicken,Distractor 2,False,True,5c4f5967aac8be0001716a65
1663,blackbird,mouse,car,airplane,hamster,Distractor 2,False,True,5c4f5967aac8be0001716a65
1664,salmon,shark,sparrow,chicken,whale,Distractor 2,True,False,5c4f5967aac8be0001716a65
1665,cello,guitar,organ,piano,bass guitar,Distractor 2,False,False,5c4f5967aac8be0001716a65
1666,pelican,polar bear,van,airplane,penguin,Distractor 2,False,False,5c4f5967aac8be0001716a65
1667,robin,mouse,bus,airplane,hamster,Distractor 2,False,True,5c4f5967aac8be0001716a65
1668,tank,car,pistol,rifle,truck,Distractor 2,False,False,5c4f5967aac8be0001716a65
1669,salmon,shark,sparrow,chicken,dolphin,Distractor 2,True,False,5c4f5967aac8be0001716a65
1670,cobra,alligator,toad,frog,crocodile,Distractor 2,True,False,5c4f5967aac8be0001716a65
1671,owl,polar bear,bus,airplane,penguin,Distractor 2,False,True,5c4f5967aac8be0001716a65
1672,duck,pelican,goldfish,salmon,seagull,Distractor 2,True,False,5c4f5967aac8be0001716a65
1673,salmon,sperm whale,horse,pig,whale,Distractor 2,False,False,5c4f5967aac8be0001716a65
1674,salmon,orca,horse,pig,whale,Distractor 2,False,False,5c4f5967aac8be0001716a65
1675,duck,pelican,horse,pig,seagull,Distractor 2,False,False,5c4f5967aac8be0001716a65
1676,robin,mouse,car,airplane,hamster,Distractor 2,False,True,5c4f5967aac8be0001716a65
1677,snake,alligator,toad,frog,crocodile,Distractor 2,False,False,5c4f5967aac8be0001716a65
1678,salmon,shark,horse,pig,dolphin,Distractor 2,False,False,5c4f5967aac8be0001716a65
1679,snake,alligator,gecko,lizard,crocodile,Distractor 2,False,True,5c4f5967aac8be0001716a65
1680,pelican,polar bear,bus,airplane,penguin,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1681,dolphin,whale,herring,cod,sperm whale,Distractor 2,True,False,63d79fcd741f9cfb2f87152f
1682,salmon,orca,horse,pig,whale,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1683,duck,pelican,goldfish,salmon,seagull,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1684,trout,shark,horse,pig,whale,Distractor 2,True,False,63d79fcd741f9cfb2f87152f
1685,car,motorbike,tram,train,bicycle,Distractor 2,True,False,63d79fcd741f9cfb2f87152f
1686,cobra,alligator,gecko,lizard,crocodile,Distractor 2,False,True,63d79fcd741f9cfb2f87152f
1687,salmon,shark,horse,pig,whale,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1688,cobra,alligator,toad,frog,crocodile,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1689,duck,pelican,horse,cow,seagull,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1690,snake,alligator,toad,frog,crocodile,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1691,duck,pelican,horse,pig,seagull,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1692,blackbird,polar bear,car,airplane,penguin,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1693,pelican,mouse,bus,airplane,hamster,Distractor 2,False,True,63d79fcd741f9cfb2f87152f
1694,eagle,rooster,pelican,seagull,chicken,Distractor 2,False,True,63d79fcd741f9cfb2f87152f
1695,blackbird,mouse,bus,airplane,hamster,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1696,tank,truck,pistol,rifle,car,Distractor 2,False,True,63d79fcd741f9cfb2f87152f
1697,pelican,polar bear,van,airplane,penguin,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1698,robin,mouse,car,airplane,hamster,Distractor 2,False,True,63d79fcd741f9cfb2f87152f
1699,salmon,shark,sparrow,chicken,whale,Distractor 2,True,False,63d79fcd741f9cfb2f87152f
1700,sparrow,mouse,bus,airplane,hamster,Distractor 2,False,True,63d79fcd741f9cfb2f87152f
1701,cat,hamster,zebra,horse,mouse,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1702,tank,car,pistol,rifle,truck,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1703,trout,orca,horse,pig,whale,Distractor 2,False,True,63d79fcd741f9cfb2f87152f
1704,salmon,shark,sparrow,chicken,dolphin,Distractor 2,True,False,63d79fcd741f9cfb2f87152f
1705,snake,alligator,gecko,lizard,crocodile,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1706,owl,cat,bus,airplane,lion,Distractor 2,False,True,63d79fcd741f9cfb2f87152f
1707,trout,sperm whale,horse,pig,whale,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1708,salmon,shark,horse,pig,dolphin,Distractor 2,True,False,63d79fcd741f9cfb2f87152f
1709,crow,mouse,bus,airplane,hamster,Distractor 2,False,True,63d79fcd741f9cfb2f87152f
1710,robin,polar bear,car,airplane,penguin,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1711,snake,alligator,chameleon,lizard,crocodile,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1712,owl,polar bear,bus,airplane,penguin,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1713,cello,guitar,organ,piano,bass guitar,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1714,owl,polar bear,car,airplane,penguin,Distractor 2,False,False,63d79fcd741f9cfb2f87152f
1715,eagle,rooster,pelican,seagull,chicken,Distractor 2,False,True,639f294882a3797f77a3dd81
1716,salmon,shark,sparrow,chicken,whale,Distractor 2,False,False,639f294882a3797f77a3dd81
1717,cobra,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,639f294882a3797f77a3dd81
1718,salmon,orca,horse,pig,whale,Distractor 2,False,False,639f294882a3797f77a3dd81
1719,salmon,sperm whale,horse,pig,whale,Distractor 2,True,False,639f294882a3797f77a3dd81
1720,crow,mouse,bus,airplane,hamster,Distractor 2,False,True,639f294882a3797f77a3dd81
1721,cello,guitar,organ,piano,bass guitar,Distractor 2,False,False,639f294882a3797f77a3dd81
1722,salmon,shark,horse,pig,whale,Distractor 2,False,False,639f294882a3797f77a3dd81
1723,car,motorbike,tram,train,bicycle,Distractor 2,True,False,639f294882a3797f77a3dd81
1724,snake,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,639f294882a3797f77a3dd81
1725,trout,shark,horse,pig,dolphin,Distractor 2,False,False,639f294882a3797f77a3dd81
1726,robin,mouse,car,airplane,hamster,Distractor 2,False,True,639f294882a3797f77a3dd81
1727,trout,orca,horse,pig,whale,Distractor 2,True,False,639f294882a3797f77a3dd81
1728,robin,mouse,bus,airplane,hamster,Distractor 2,False,True,639f294882a3797f77a3dd81
1729,cobra,alligator,gecko,lizard,crocodile,Distractor 2,False,True,639f294882a3797f77a3dd81
1730,pelican,mouse,bus,airplane,hamster,Distractor 2,True,False,639f294882a3797f77a3dd81
